lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_bnc_cbow_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.062,-0.259,0.149,-0.0814268651674411,35.56,0.919,1140.7,cor_bnc_cbow_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.06,-0.253,0.126,-0.0814268651674411,34.34,0.923,1142.1,bnc,cor,lowercase,cbow,r_01,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.191,-0.005,0.381,-0.194377476545754,220.12,0.072,1137.7,cor_bnc_cbow_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.193,-0.003,0.374,-0.194377476545754,217.12,0.074,1139.2,bnc,cor,lowercase,cbow,r_10,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.121,-0.056,0.313,-0.15748228378205,183.54,0.19,1139.2,cor_bnc_cbow_200_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.123,-0.07,0.315,-0.15748228378205,181.22,0.192,1140.6,bnc,cor,lowercase,cbow,r_03,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.224,0.025,0.389,-0.209288294816273,334.31,0.021,1135.1,cor_bnc_cbow_200_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.226,0.032,0.408,-0.209288294816273,326.98,0.022,1136.6,bnc,cor,lowercase,cbow,r_05,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_cbow_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.064,-0.296,0.154,-0.0823406389013217,27.27,0.983,1140.6,cor_bnc_cbow_300_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.062,-0.258,0.142,-0.0823406389013217,25.64,0.989,1142,bnc,cor,lowercase,cbow,r_01,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.184,-0.019,0.378,-0.203385495041695,250.72,0.048,1136.9,cor_bnc_cbow_300_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.186,-0.037,0.345,-0.203385495041695,247.76,0.049,1138.4,bnc,cor,lowercase,cbow,r_10,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_cbow_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.096,-0.055,0.26,-0.156911391571155,158.13,0.231,1139.6,cor_bnc_cbow_300_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.098,-0.09,0.279,-0.156911391571155,156.17,0.233,1141,bnc,cor,lowercase,cbow,r_03,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_300_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.165,-0.024,0.331,-0.192892177665884,238.55,0.061,1137.4,cor_bnc_cbow_300_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_300_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.168,-0.017,0.371,-0.192892177665884,235.44,0.062,1138.8,bnc,cor,lowercase,cbow,r_05,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_50_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.02,-0.21,0.171,-0.114649046991541,88.34,0.504,1140.8,cor_bnc_cbow_50_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_50_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.018,-0.223,0.198,-0.114649046991541,87.26,0.506,1142.2,bnc,cor,lowercase,cbow,r_01,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_50_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.194,0,0.375,-0.190015508993938,182.87,0.06,1137.9,cor_bnc_cbow_50_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_50_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.196,0.022,0.329,-0.190015508993938,179.95,0.062,1139.3,bnc,cor,lowercase,cbow,r_10,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_50_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.075,-0.125,0.277,-0.178100006452213,181.33,0.113,1138.7,cor_bnc_cbow_50_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_50_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.079,-0.123,0.289,-0.178100006452213,179.6,0.112,1140.1,bnc,cor,lowercase,cbow,r_03,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_50_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.162,-0.02,0.365,-0.197444241993504,197.34,0.048,1137.4,cor_bnc_cbow_50_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_50_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.165,-0.022,0.321,-0.197444241993504,194.46,0.049,1138.9,bnc,cor,lowercase,cbow,r_05,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_cbow_500_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.069,-0.269,0.151,-0.0772756860768509,6.57,0.906,1140.6,cor_bnc_cbow_500_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_500_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.067,-0.269,0.124,-0.0772756860768509,4.48,0.898,1142,bnc,cor,lowercase,cbow,r_01,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.185,0.006,0.394,-0.188612554966859,212.95,0.067,1137.7,cor_bnc_cbow_500_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.187,-0.024,0.371,-0.188612554966859,210.53,0.068,1139.2,bnc,cor,lowercase,cbow,r_10,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.163,-0.037,0.339,-0.184887989103339,294.87,0.081,1137.3,cor_bnc_cbow_500_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.165,-0.008,0.331,-0.184887989103339,287.17,0.083,1138.8,bnc,cor,lowercase,cbow,r_03,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.199,-0.01,0.383,-0.224532678659428,363.21,0.016,1134.4,cor_bnc_cbow_500_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.202,0.017,0.387,-0.224532678659428,356.07,0.016,1136,bnc,cor,lowercase,cbow,r_05,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_conditional_probability_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.334,-0.481,-0.172,0.011047223274121,-27.26,0.693,1141.7,cor_bnc_conditional_probability_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_conditional_probability_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.335,-0.499,-0.194,0.011047223274121,-30.41,0.667,1143,bnc,cor,lowercase,conditional_probability_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_conditional_probability_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.358,-0.49,-0.228,0.0334326049021723,-655.78,0.196,1136.6,cor_bnc_conditional_probability_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_conditional_probability_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.357,-0.485,-0.224,0.0334326049021723,-652.94,0.2,1138,bnc,cor,lowercase,conditional_probability_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_conditional_probability_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.336,-0.463,-0.2,0.0362855552141595,-81.15,0.617,1140,cor_bnc_conditional_probability_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_conditional_probability_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.336,-0.467,-0.188,0.0362855552141595,-85.9,0.601,1141.4,bnc,cor,lowercase,conditional_probability_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_conditional_probability_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.344,-0.463,-0.216,0.0410356590081035,-240.41,0.413,1138.5,cor_bnc_conditional_probability_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_conditional_probability_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.344,-0.464,-0.181,0.0410356590081035,-245.97,0.406,1139.9,bnc,cor,lowercase,conditional_probability_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.475,-0.621,-0.33,0.0321496021528788,-640.69,0.014,1134.2,cor_bnc_log_cooccurrence_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.473,-0.614,-0.322,0.0321496021528788,-639.71,0.014,1135.6,bnc,cor,lowercase,log_cooccurrence_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.461,-0.591,-0.312,0.0248226436291993,-602.61,0.013,1134,cor_bnc_log_cooccurrence_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.459,-0.587,-0.321,0.0248226436291993,-595.96,0.014,1135.6,bnc,cor,lowercase,log_cooccurrence_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.482,-0.598,-0.349,0.0402642734092449,-763.26,0.003,1131.6,cor_bnc_log_cooccurrence_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.48,-0.617,-0.338,0.0402642734092449,-757.01,0.004,1133.2,bnc,cor,lowercase,log_cooccurrence_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.474,-0.588,-0.343,0.0314147261086757,-692.76,0.006,1132.6,cor_bnc_log_cooccurrence_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.472,-0.6,-0.33,0.0314147261086757,-685.9,0.006,1134.2,bnc,cor,lowercase,log_cooccurrence_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.492,-0.635,-0.364,0.125040172529151,-3469.36,0.005,1128.8,cor_bnc_pmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.491,-0.618,-0.344,0.125040172529151,-3451.05,0.006,1130.3,bnc,cor,lowercase,pmi_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.055,-0.251,0.177,-0.0636729174436595,266.17,0.756,1137.2,cor_bnc_pmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.052,-0.283,0.171,-0.0636729174436595,282.5,0.74,1138.6,bnc,cor,lowercase,pmi_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.309,-0.49,-0.11,0.0185160118826612,-1109.21,0.21,1135.5,cor_bnc_pmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.306,-0.514,-0.117,0.0185160118826612,-1084.26,0.222,1137,bnc,cor,lowercase,pmi_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.215,-0.406,0.01,-0.0247539439734487,-509.37,0.49,1136.8,cor_bnc_pmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.212,-0.409,0.018,-0.0247539439734487,-487.15,0.509,1138.2,bnc,cor,lowercase,pmi_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.419,-0.561,-0.29,0.103427783633201,-3346.22,0.043,1131.8,cor_bnc_ppmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.417,-0.562,-0.259,0.103427783633201,-3342.8,0.044,1133.2,bnc,cor,lowercase,ppmi_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.143,-0.052,0.302,-0.119135127889056,1358.46,0.2,1135.1,cor_bnc_ppmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.145,-0.096,0.327,-0.119135127889056,1381.49,0.194,1136.4,bnc,cor,lowercase,ppmi_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.176,-0.34,0.009,-0.0395713407207588,-490.64,0.678,1136,cor_bnc_ppmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.173,-0.344,0.04,-0.0395713407207588,-449.83,0.702,1137.4,bnc,cor,lowercase,ppmi_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.066,-0.258,0.152,-0.0866563440078693,335.4,0.85,1136.4,cor_bnc_ppmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.063,-0.286,0.146,-0.0866563440078693,372.03,0.826,1137.7,bnc,cor,lowercase,ppmi_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.35,-0.449,-0.227,0.26903074941367,-190083.66,0,1109,cor_bnc_probability_ratios_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.351,-0.451,-0.236,0.26903074941367,-192486.08,0,1110.1,bnc,cor,lowercase,probability_ratios_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.251,0.067,0.455,-0.169686355626178,9644.24,0.032,1129.3,cor_bnc_probability_ratios_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.253,0.031,0.453,-0.169686355626178,9779.89,0.03,1130.6,bnc,cor,lowercase,probability_ratios_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.186,-0.006,0.376,-0.176322397035146,7261.97,0.13,1131.4,cor_bnc_probability_ratios_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.189,-0.01,0.357,-0.176322397035146,7480.17,0.122,1132.6,bnc,cor,lowercase,probability_ratios_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.121,-0.107,0.333,-0.282733335898993,12472.15,0.029,1128.4,cor_bnc_probability_ratios_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.126,-0.059,0.338,-0.282733335898993,12789.62,0.026,1129.6,bnc,cor,lowercase,probability_ratios_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.024,-0.213,0.162,-0.12125311392306,148.37,0.382,1139.8,cor_bnc_skipgram_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.022,-0.205,0.184,-0.12125311392306,145.82,0.39,1141.2,bnc,cor,lowercase,skipgram,r_01,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.147,-0.018,0.345,-0.241976221037885,810.26,0.001,1127,cor_bnc_skipgram_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.147,-0.063,0.32,-0.241976221037885,799.35,0.001,1128.8,bnc,cor,lowercase,skipgram,r_10,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.043,-0.167,0.242,-0.155877051679834,304.67,0.09,1137.3,cor_bnc_skipgram_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.044,-0.163,0.246,-0.155877051679834,300.79,0.093,1138.8,bnc,cor,lowercase,skipgram,r_03,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.123,-0.063,0.308,-0.138198452529051,395.3,0.028,1135.4,cor_bnc_skipgram_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.124,-0.058,0.337,-0.138198452529051,393.48,0.028,1136.8,bnc,cor,lowercase,skipgram,r_05,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.071,-0.28,0.145,-0.116325934833354,140.98,0.491,1139.9,cor_bnc_skipgram_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.069,-0.268,0.138,-0.116325934833354,139.88,0.495,1141.3,bnc,cor,lowercase,skipgram,r_01,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.005,-0.206,0.221,-0.150286262594135,483.45,0.035,1135.2,cor_bnc_skipgram_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.005,-0.201,0.208,-0.150286262594135,473.35,0.038,1136.7,bnc,cor,lowercase,skipgram,r_10,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_bnc_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.056,-0.268,0.15,-0.0732513446887955,111.42,0.535,1140.1,cor_bnc_skipgram_200_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.055,-0.264,0.15,-0.0732513446887955,111.07,0.537,1141.5,bnc,cor,lowercase,skipgram,r_03,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.037,-0.266,0.19,-0.13374431668317,233.08,0.216,1138.7,cor_bnc_skipgram_200_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.036,-0.233,0.15,-0.13374431668317,231.13,0.219,1140.1,bnc,cor,lowercase,skipgram,r_05,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.001,-0.229,0.208,-0.151801554100893,267.78,0.207,1138.4,cor_bnc_skipgram_300_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.002,-0.182,0.232,-0.151801554100893,264.94,0.212,1139.8,bnc,cor,lowercase,skipgram,r_01,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.031,-0.225,0.167,-0.101932631832423,383.01,0.086,1136.8,cor_bnc_skipgram_300_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.03,-0.249,0.183,-0.101932631832423,380.72,0.087,1138.3,bnc,cor,lowercase,skipgram,r_10,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.053,-0.263,0.154,-0.128306715451273,178.58,0.394,1139.4,cor_bnc_skipgram_300_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.052,-0.266,0.175,-0.128306715451273,177.46,0.397,1140.8,bnc,cor,lowercase,skipgram,r_03,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
