lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef.subtitles_conditional_probability_ngram_None_r1_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef.subtitles_conditional_probability_ngram_None_r1_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_subtitles_skipgram_50_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.516,0.385,0.643,-0.166271253393915,464.54,0,1160.6,cor_subtitles_skipgram_50_r10m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_50_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.512,0.379,0.621,-0.166271253393915,463.77,0,1162.2,subtitles,cor,lowercase,skipgram,r_10,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_subtitles_skipgram_50_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.488,0.334,0.616,-0.162024449045767,585.47,0,1158.9,cor_subtitles_skipgram_50_r3m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_50_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.485,0.308,0.643,-0.162024449045767,584.77,0,1160.5,subtitles,cor,lowercase,skipgram,r_03,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_subtitles_skipgram_50_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.535,0.386,0.654,-0.110722477964102,454.94,0,1160.4,cor_subtitles_skipgram_50_r5m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_50_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.532,0.374,0.665,-0.110722477964102,454.51,0,1161.9,subtitles,cor,lowercase,skipgram,r_05,50,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_subtitles_skipgram_500_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.209,0.025,0.381,-0.00999585442768986,429.41,0.038,1176.3,cor_subtitles_skipgram_500_r1m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_500_r1,m_RT ~ country +  Letters_n + logSUBTITLES,0.207,0.034,0.391,-0.00999585442768986,429.56,0.039,1177.6,subtitles,cor,lowercase,skipgram,r_01,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_500_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.275,0.127,0.445,0.00743414578599079,513.89,0.004,1171.9,cor_subtitles_skipgram_500_r10m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_500_r10,m_RT ~ country +  Letters_n + logSUBTITLES,0.271,0.088,0.441,0.00743414578599079,509.57,0.004,1173.4,subtitles,cor,lowercase,skipgram,r_10,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_subtitles_skipgram_500_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.381,0.179,0.53,-0.105166698567952,701.29,0,1165.5,cor_subtitles_skipgram_500_r3m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_500_r3,m_RT ~ country +  Letters_n + logSUBTITLES,0.378,0.219,0.525,-0.105166698567952,699.05,0,1167.1,subtitles,cor,lowercase,skipgram,r_03,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_subtitles_skipgram_500_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.322,0.146,0.49,-0.0591397461140393,626.9,0,1166.8,cor_subtitles_skipgram_500_r5m_RT ~ country +  Letters_n + logSUBTITLES,cor_subtitles_skipgram_500_r5,m_RT ~ country +  Letters_n + logSUBTITLES,0.317,0.113,0.497,-0.0591397461140393,622.37,0,1168.5,subtitles,cor,lowercase,skipgram,r_05,500,predict,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.48,-0.587,-0.359,-0.013905122973941,-352.86,0.014,1174.5,cor_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cor_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.479,-0.593,-0.359,-0.013905122973941,-355.15,0.014,1175.7,subtitles,cor,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.51,-0.613,-0.391,-0.0167109922783401,-379.19,0.005,1172.6,cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,cor_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.509,-0.618,-0.386,-0.0167109922783401,-381.4,0.005,1173.8,subtitles,cor,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.527,-0.644,-0.388,0.0247334898088676,-492.97,0.001,1169.3,cor_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cor_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.526,-0.638,-0.406,0.0247334898088676,-496.78,0.001,1170.5,subtitles,cor,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.619,-0.705,-0.523,0.0052941979563628,-439.11,0,1156.5,cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,cor_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.618,-0.725,-0.498,0.0052941979563628,-441.35,0,1157.8,subtitles,cor,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.465,-0.574,-0.348,-0.00250731280508673,-473.76,0.011,1174,cor_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cor_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.463,-0.582,-0.319,-0.00250731280508673,-474.62,0.011,1175.3,subtitles,cor,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.589,-0.701,-0.47,0.00668072548873897,-584.35,0,1162,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,cor_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.587,-0.684,-0.473,0.00668072548873897,-585.53,0,1163.4,subtitles,cor,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.48,-0.596,-0.37,-0.0138898539856878,-353.6,0.014,1174.4,cos_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cos_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.479,-0.593,-0.335,-0.0138898539856878,-355.87,0.014,1175.6,subtitles,cos,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.511,-0.622,-0.399,-0.0166614547277141,-379.87,0.005,1172.5,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,cos_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.51,-0.625,-0.39,-0.0166614547277141,-382.07,0.005,1173.8,subtitles,cos,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.527,-0.65,-0.374,0.0248067222993508,-492.95,0.001,1169.3,cos_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cos_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.526,-0.655,-0.397,0.0248067222993508,-496.76,0.001,1170.5,subtitles,cos,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.619,-0.72,-0.505,0.00531946299137033,-439.24,0,1156.5,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,cos_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.618,-0.714,-0.521,0.00531946299137033,-441.48,0,1157.8,subtitles,cos,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.463,-0.602,-0.316,-0.00259980142361993,-470.54,0.011,1174.1,cos_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cos_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.462,-0.587,-0.336,-0.00259980142361993,-471.42,0.012,1175.4,subtitles,cos,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.588,-0.702,-0.464,0.00661334630211045,-583.92,0,1162.1,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,cos_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.586,-0.676,-0.47,0.00661334630211045,-585.11,0,1163.5,subtitles,cos,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.375,-0.513,-0.226,-0.0187983453387059,-2.82,0.183,1179,euc_llama_2_13b_chat_Q5_K_S_pairsm_RT ~ country +  Letters_n + logSUBTITLES,euc_llama_2_13b_chat_Q5_K_S_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.375,-0.522,-0.24,-0.0187983453387059,-2.84,0.182,1180.2,subtitles,euc,lowercase,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.443,-0.577,-0.309,-0.0209598886744024,-3.95,0.057,1177,euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,euc_llama_2_13b_chat_Q5_K_S_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.442,-0.571,-0.31,-0.0209598886744024,-3.97,0.057,1178.2,subtitles,euc,capitalized,llama_2_13b_chat_Q5_K_S,r_4096,5120,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.264,-0.436,-0.09,0.0259036815500879,-0.19,0.892,1180.8,euc_llama_2_7b_chat_Q4_K_M_pairsm_RT ~ country +  Letters_n + logSUBTITLES,euc_llama_2_7b_chat_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.268,-0.427,-0.084,0.0259036815500879,-0.27,0.843,1182,subtitles,euc,lowercase,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.46,-0.568,-0.322,0.0144419218396562,-2.39,0.031,1175.9,euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,euc_llama_2_7b_chat_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.461,-0.595,-0.302,0.0144419218396562,-2.44,0.028,1177,subtitles,euc,capitalized,llama_2_7b_chat_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.395,-0.524,-0.256,-0.000988465401822249,-1.1,0.015,1174.6,euc_mistral_7b_v0_1_Q4_K_M_pairsm_RT ~ country +  Letters_n + logSUBTITLES,euc_mistral_7b_v0_1_Q4_K_M_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.392,-0.527,-0.257,-0.000988465401822249,-1.1,0.016,1176,subtitles,euc,lowercase,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.597,-0.691,-0.481,0.0052161415008312,-1.73,0,1159.4,euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upperm_RT ~ country +  Letters_n + logSUBTITLES,euc_mistral_7b_v0_1_Q4_K_M_pairs_names_Upper,m_RT ~ country +  Letters_n + logSUBTITLES,-0.594,-0.682,-0.485,0.0052161415008312,-1.73,0,1161.1,subtitles,euc,capitalized,mistral_7b_v0_1_Q4_K_M,r_4096,4096,llm,1176.28,1177.51,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_glove_6B_300d_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.283,-0.449,-0.102,-0.0478412240573369,-155.59,0.236,1179.4,cor_glove_6B_300d_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cor_glove_6B_300d_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.282,-0.444,-0.128,-0.0478412240573369,-154.46,0.243,1180.6,subtitles,cor,lowercase,glove_6B_300d,r_global,300,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_glove_6B_300d_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.287,-0.472,-0.083,-0.0481560448273562,-159.02,0.227,1179.3,cos_glove_6B_300d_pairsm_RT ~ country +  Letters_n + logSUBTITLES,cos_glove_6B_300d_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.286,-0.482,-0.099,-0.0481560448273562,-158.02,0.233,1180.6,subtitles,cos,lowercase,glove_6B_300d,r_global,300,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_glove_6B_300d_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.21,-0.391,-0.009,-0.0412384990143565,-20.75,0.393,1180.1,euc_glove_6B_300d_pairsm_RT ~ country +  Letters_n + logSUBTITLES,euc_glove_6B_300d_pairs,m_RT ~ country +  Letters_n + logSUBTITLES,-0.21,-0.411,0.009,-0.0412384990143565,-20.87,0.393,1181.3,subtitles,euc,lowercase,glove_6B_300d,r_global,300,count,1176.28,1177.51,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_conditional_probability_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.135,-0.093,0.324,0.0322822210007669,26401.98,0.175,1176.4,bnc_conditional_probability_ngram_None_r1m_RT ~ country +  Letters_n + logBNC,bnc_conditional_probability_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.128,-0.083,0.343,0.0322822210007669,25121.35,0.2,1177.8,bnc,-,lowercase,conditional_probability_ngram,r_01,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_conditional_probability_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.371,-0.521,-0.205,0.0586914578036892,-114833.07,0.028,1173.2,bnc_conditional_probability_ngram_None_r10m_RT ~ country +  Letters_n + logBNC,bnc_conditional_probability_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.372,-0.542,-0.176,0.0586914578036892,-115862.43,0.028,1174.4,bnc,-,lowercase,conditional_probability_ngram,r_10,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
bnc_conditional_probability_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.143,-0.359,0.063,0.10957187356543,-22767.32,0.574,1178,bnc_conditional_probability_ngram_None_r3m_RT ~ country +  Letters_n + logBNC,bnc_conditional_probability_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.148,-0.37,0.069,0.10957187356543,-25386.23,0.533,1179.1,bnc,-,lowercase,conditional_probability_ngram,r_03,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_conditional_probability_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.292,-0.47,-0.07,0.139058028462317,-76790.6,0.109,1175.6,bnc_conditional_probability_ngram_None_r5m_RT ~ country +  Letters_n + logBNC,bnc_conditional_probability_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.295,-0.481,-0.11,0.139058028462317,-79065.27,0.101,1176.7,bnc,-,lowercase,conditional_probability_ngram,r_05,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_log_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.283,0.077,0.445,0.0306854794444468,13.35,0.672,1178.1,bnc_log_ngram_None_r1m_RT ~ country +  Letters_n + logBNC,bnc_log_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.277,0.064,0.473,0.0306854794444468,10.35,0.744,1179.4,bnc,-,lowercase,log_ngram,r_01,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_log_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,0.168,-0.017,0.357,0.0418699300145942,-26.28,0.309,1177.2,bnc_log_ngram_None_r10m_RT ~ country +  Letters_n + logBNC,bnc_log_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,0.167,-0.009,0.375,0.0418699300145942,-27.18,0.296,1178.4,bnc,-,lowercase,log_ngram,r_10,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_log_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,0.243,0.056,0.434,-0.000492183583406575,-0.6,0.983,1178.3,bnc_log_ngram_None_r3m_RT ~ country +  Letters_n + logBNC,bnc_log_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,0.24,0.038,0.402,-0.000492183583406575,-2.59,0.928,1179.5,bnc,-,lowercase,log_ngram,r_03,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_log_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,0.18,0.021,0.348,0.0479582128908962,-19.91,0.455,1177.7,bnc_log_ngram_None_r5m_RT ~ country +  Letters_n + logBNC,bnc_log_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,0.178,-0.003,0.339,0.0479582128908962,-21.4,0.424,1178.8,bnc,-,lowercase,log_ngram,r_05,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_pmi_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.07,-0.151,0.254,0.0775099854770681,9.49,0.214,1176.7,bnc_pmi_ngram_None_r1m_RT ~ country +  Letters_n + logBNC,bnc_pmi_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.061,-0.151,0.257,0.0775099854770681,8.84,0.25,1178.1,bnc,-,lowercase,pmi_ngram,r_01,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_pmi_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.227,-0.36,-0.079,0.131364704084906,-17.61,0.063,1174.7,bnc_pmi_ngram_None_r10m_RT ~ country +  Letters_n + logBNC,bnc_pmi_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.229,-0.408,-0.025,0.131364704084906,-17.99,0.059,1175.7,bnc,-,lowercase,pmi_ngram,r_10,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_pmi_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.011,-0.176,0.165,0.0791866163192549,7.74,0.431,1177.7,bnc_pmi_ngram_None_r3m_RT ~ country +  Letters_n + logBNC,bnc_pmi_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.018,-0.233,0.178,0.0791866163192549,7.03,0.477,1179,bnc,-,lowercase,pmi_ngram,r_03,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_pmi_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.175,-0.37,0.007,0.193468936963348,-5.34,0.614,1178.1,bnc_pmi_ngram_None_r5m_RT ~ country +  Letters_n + logBNC,bnc_pmi_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.18,-0.372,0.009,0.193468936963348,-5.98,0.574,1179.2,bnc,-,lowercase,pmi_ngram,r_05,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_ppmi_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.179,-0.005,0.352,0.0253530318394099,14.53,0.126,1175.8,bnc_ppmi_ngram_None_r1m_RT ~ country +  Letters_n + logBNC,bnc_ppmi_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.171,0.006,0.311,0.0253530318394099,13.78,0.149,1177.3,bnc,-,lowercase,ppmi_ngram,r_01,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_ppmi_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.157,-0.336,0.039,0.113872592261508,-13.05,0.435,1177.7,bnc_ppmi_ngram_None_r10m_RT ~ country +  Letters_n + logBNC,bnc_ppmi_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.161,-0.36,0.023,0.113872592261508,-13.87,0.41,1178.8,bnc,-,lowercase,ppmi_ngram,r_10,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_ppmi_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,0.003,-0.203,0.232,0.197405750487248,0.48,0.972,1178.3,bnc_ppmi_ngram_None_r3m_RT ~ country +  Letters_n + logBNC,bnc_ppmi_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,-0.004,-0.236,0.194,0.197405750487248,-0.68,0.961,1179.5,bnc,-,lowercase,ppmi_ngram,r_03,None,ngram,1173.76,1174.96,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bnc_ppmi_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.082,-0.329,0.115,0.240948475174129,-6.58,0.674,1178.1,bnc_ppmi_ngram_None_r5m_RT ~ country +  Letters_n + logBNC,bnc_ppmi_ngram_None_r5,m_RT ~ country +  Letters_n + logBNC,-0.089,-0.302,0.136,0.240948475174129,-7.76,0.622,1179.3,bnc,-,lowercase,ppmi_ngram,r_05,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_probability_ratio_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.169,0.023,0.319,0.0445015116002273,2.63,0.144,1176.1,bnc_probability_ratio_ngram_None_r1m_RT ~ country +  Letters_n + logBNC,bnc_probability_ratio_ngram_None_r1,m_RT ~ country +  Letters_n + logBNC,0.162,0.002,0.326,0.0445015116002273,2.51,0.166,1177.5,bnc,-,lowercase,probability_ratio_ngram,r_01,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_probability_ratio_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.102,-0.261,0.047,0.0847465897441405,-5.44,0.548,1177.9,bnc_probability_ratio_ngram_None_r10m_RT ~ country +  Letters_n + logBNC,bnc_probability_ratio_ngram_None_r10,m_RT ~ country +  Letters_n + logBNC,-0.106,-0.239,0.032,0.0847465897441405,-5.88,0.519,1179.1,bnc,-,lowercase,probability_ratio_ngram,r_10,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
bnc_probability_ratio_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,0.107,-0.068,0.268,0.110753023911154,3.84,0.428,1177.7,bnc_probability_ratio_ngram_None_r3m_RT ~ country +  Letters_n + logBNC,bnc_probability_ratio_ngram_None_r3,m_RT ~ country +  Letters_n + logBNC,0.1,-0.082,0.273,0.110753023911154,3.49,0.473,1179,bnc,-,lowercase,probability_ratio_ngram,r_03,None,ngram,1173.76,1174.96,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
